text,label
I require a test center with wheelchair access.,test center request
I require a test center with wheelchair access.,test center request
I need to change my test center to a closer location.,test center request
I need to change my test center to a closer location.,test center request
The assigned exam hall is too far away.,test center request
I require a test center with wheelchair access.,test center request
I need to change my test center to a closer location.,test center request
Please move my exam to a center with morning slots.,test center request
The assigned exam hall is too far away.,test center request
Can I switch to a different exam city?,test center request
Please move my exam to a center with morning slots.,test center request
The assigned exam hall is too far away.,test center request
I need to change my test center to a closer location.,test center request
Can I switch to a different exam city?,test center request
Please move my exam to a center with morning slots.,test center request
Can I switch to a different exam city?,test center request
I require a test center with wheelchair access.,test center request
I need to change my test center to a closer location.,test center request
I require a test center with wheelchair access.,test center request
The assigned exam hall is too far away.,test center request
Can I switch to a different exam city?,test center request
The assigned exam hall is too far away.,test center request
Can I switch to a different exam city?,test center request
I require a test center with wheelchair access.,test center request
Please move my exam to a center with morning slots.,test center request
I need to change my test center to a closer location.,test center request
I require a test center with wheelchair access.,test center request
Can I switch to a different exam city?,test center request
I need to change my test center to a closer location.,test center request
The assigned exam hall is too far away.,test center request
Please move my exam to a center with morning slots.,test center request
Please move my exam to a center with morning slots.,test center request
The assigned exam hall is too far away.,test center request
I need to change my test center to a closer location.,test center request
Please move my exam to a center with morning slots.,test center request
I need to change my test center to a closer location.,test center request
I need to change my test center to a closer location.,test center request
The assigned exam hall is too far away.,test center request
I require a test center with wheelchair access.,test center request
Can I switch to a different exam city?,test center request
I need to change my test center to a closer location.,test center request
I need to change my test center to a closer location.,test center request
I need to change my test center to a closer location.,test center request
Can I switch to a different exam city?,test center request
I require a test center with wheelchair access.,test center request
Can I switch to a different exam city?,test center request
I require a test center with wheelchair access.,test center request
The assigned exam hall is too far away.,test center request
Please move my exam to a center with morning slots.,test center request
Please move my exam to a center with morning slots.,test center request
The assigned exam hall is too far away.,test center request
The CRM mobile app crashes on launch.,crm
I cannot log into the CRM dashboard.,crm
The CRM lead import tool keeps failing.,crm
CRM isn't syncing candidate records.,crm
The CRM lead import tool keeps failing.,crm
The CRM mobile app crashes on launch.,crm
CRM isn't syncing candidate records.,crm
CRM reporting tools are showing incomplete data.,crm
CRM reporting tools are showing incomplete data.,crm
I cannot log into the CRM dashboard.,crm
CRM reporting tools are showing incomplete data.,crm
CRM isn't syncing candidate records.,crm
CRM isn't syncing candidate records.,crm
I cannot log into the CRM dashboard.,crm
CRM reporting tools are showing incomplete data.,crm
CRM isn't syncing candidate records.,crm
CRM reporting tools are showing incomplete data.,crm
The CRM lead import tool keeps failing.,crm
The CRM mobile app crashes on launch.,crm
The CRM mobile app crashes on launch.,crm
The CRM lead import tool keeps failing.,crm
CRM reporting tools are showing incomplete data.,crm
The CRM mobile app crashes on launch.,crm
The CRM lead import tool keeps failing.,crm
CRM reporting tools are showing incomplete data.,crm
I cannot log into the CRM dashboard.,crm
CRM reporting tools are showing incomplete data.,crm
The CRM mobile app crashes on launch.,crm
CRM isn't syncing candidate records.,crm
The CRM lead import tool keeps failing.,crm
The CRM mobile app crashes on launch.,crm
CRM reporting tools are showing incomplete data.,crm
CRM reporting tools are showing incomplete data.,crm
CRM isn't syncing candidate records.,crm
CRM reporting tools are showing incomplete data.,crm
The CRM lead import tool keeps failing.,crm
CRM isn't syncing candidate records.,crm
The CRM lead import tool keeps failing.,crm
The CRM mobile app crashes on launch.,crm
CRM reporting tools are showing incomplete data.,crm
CRM reporting tools are showing incomplete data.,crm
I cannot log into the CRM dashboard.,crm
The CRM lead import tool keeps failing.,crm
I cannot log into the CRM dashboard.,crm
I cannot log into the CRM dashboard.,crm
CRM reporting tools are showing incomplete data.,crm
CRM reporting tools are showing incomplete data.,crm
I cannot log into the CRM dashboard.,crm
CRM reporting tools are showing incomplete data.,crm
The CRM lead import tool keeps failing.,crm
I cannot log into the CRM dashboard.,crm
I cannot log into the CRM dashboard.,crm
The CRM lead import tool keeps failing.,crm
CRM reporting tools are showing incomplete data.,crm
CRM isn't syncing candidate records.,crm
The CRM mobile app crashes on launch.,crm
The CRM mobile app crashes on launch.,crm
CRM isn't syncing candidate records.,crm
CRM isn't syncing candidate records.,crm
The CRM mobile app crashes on launch.,crm
CRM reporting tools are showing incomplete data.,crm
The CRM lead import tool keeps failing.,crm
CRM reporting tools are showing incomplete data.,crm
The CRM mobile app crashes on launch.,crm
The CRM mobile app crashes on launch.,crm
I cannot log into the CRM dashboard.,crm
CRM reporting tools are showing incomplete data.,crm
The CRM lead import tool keeps failing.,crm
CRM reporting tools are showing incomplete data.,crm
I cannot log into the CRM dashboard.,crm
CRM isn't syncing candidate records.,crm
The CRM lead import tool keeps failing.,crm
I cannot log into the CRM dashboard.,crm
CRM isn't syncing candidate records.,crm
The CRM mobile app crashes on launch.,crm
The CRM lead import tool keeps failing.,crm
I cannot log into the CRM dashboard.,crm
I cannot log into the CRM dashboard.,crm
I cannot log into the CRM dashboard.,crm
The CRM lead import tool keeps failing.,crm
Unrelated promotional email received.,spam
Unrelated promotional email received.,spam
Suspicious investment message sent to my inbox.,spam
Irrelevant marketing content.,spam
Unknown sender requesting personal details.,spam
You won a reward! Click here to claim.,spam
You won a reward! Click here to claim.,spam
Irrelevant marketing content.,spam
Irrelevant marketing content.,spam
You won a reward! Click here to claim.,spam
Unknown sender requesting personal details.,spam
Irrelevant marketing content.,spam
Unrelated promotional email received.,spam
Irrelevant marketing content.,spam
Unrelated promotional email received.,spam
Unknown sender requesting personal details.,spam
Suspicious investment message sent to my inbox.,spam
Unrelated promotional email received.,spam
Unknown sender requesting personal details.,spam
Unrelated promotional email received.,spam
Irrelevant marketing content.,spam
Unrelated promotional email received.,spam
Unrelated promotional email received.,spam
Unknown sender requesting personal details.,spam
Suspicious investment message sent to my inbox.,spam
Unrelated promotional email received.,spam
Unknown sender requesting personal details.,spam
Unknown sender requesting personal details.,spam
Irrelevant marketing content.,spam
Irrelevant marketing content.,spam
Suspicious investment message sent to my inbox.,spam
Unknown sender requesting personal details.,spam
Unrelated promotional email received.,spam
Unknown sender requesting personal details.,spam
Unknown sender requesting personal details.,spam
Unknown sender requesting personal details.,spam
Unrelated promotional email received.,spam
Irrelevant marketing content.,spam
Unrelated promotional email received.,spam
Unrelated promotional email received.,spam
Unrelated promotional email received.,spam
You won a reward! Click here to claim.,spam
Unrelated promotional email received.,spam
Unrelated promotional email received.,spam
Unrelated promotional email received.,spam
Suspicious investment message sent to my inbox.,spam
Suspicious investment message sent to my inbox.,spam
Unknown sender requesting personal details.,spam
You won a reward! Click here to claim.,spam
You won a reward! Click here to claim.,spam
You won a reward! Click here to claim.,spam
Unrelated promotional email received.,spam
Irrelevant marketing content.,spam
Irrelevant marketing content.,spam
Irrelevant marketing content.,spam
Unrelated promotional email received.,spam
You won a reward! Click here to claim.,spam
Suspicious investment message sent to my inbox.,spam
Unrelated promotional email received.,spam
Unrelated promotional email received.,spam
You won a reward! Click here to claim.,spam
Irrelevant marketing content.,spam
Suspicious investment message sent to my inbox.,spam
Suspicious investment message sent to my inbox.,spam
You won a reward! Click here to claim.,spam
Suspicious investment message sent to my inbox.,spam
Irrelevant marketing content.,spam
Unrelated promotional email received.,spam
Irrelevant marketing content.,spam
You won a reward! Click here to claim.,spam
Where can I find training materials?,others
What are your customer support hours?,others
I need general information about your programs.,others
Where can I find training materials?,others
How do I verify my certification?,others
General inquiry about registration process.,others
I need general information about your programs.,others
What are your customer support hours?,others
Where can I find training materials?,others
I need general information about your programs.,others
How do I verify my certification?,others
What are your customer support hours?,others
How do I verify my certification?,others
Where can I find training materials?,others
I need general information about your programs.,others
I need general information about your programs.,others
What are your customer support hours?,others
What are your customer support hours?,others
Where can I find training materials?,others
How do I verify my certification?,others
How do I verify my certification?,others
Where can I find training materials?,others
General inquiry about registration process.,others
I need general information about your programs.,others
What are your customer support hours?,others
What are your customer support hours?,others
Where can I find training materials?,others
What are your customer support hours?,others
General inquiry about registration process.,others
I need general information about your programs.,others
Where can I find training materials?,others
I need general information about your programs.,others
I need general information about your programs.,others
How do I verify my certification?,others
How do I verify my certification?,others
General inquiry about registration process.,others
How do I verify my certification?,others
I need general information about your programs.,others
Where can I find training materials?,others
General inquiry about registration process.,others
Where can I find training materials?,others
What are your customer support hours?,others
How do I verify my certification?,others
What are your customer support hours?,others
Where can I find training materials?,others
General inquiry about registration process.,others
What are your customer support hours?,others
I need general information about your programs.,others
What are your customer support hours?,others
What are your customer support hours?,others
I need general information about your programs.,others
I need general information about your programs.,others
General inquiry about registration process.,others
General inquiry about registration process.,others
What are your customer support hours?,others
I need general information about your programs.,others
Where can I find training materials?,others
What are your customer support hours?,others
General inquiry about registration process.,others
Where can I find training materials?,others
How do I verify my certification?,others
General inquiry about registration process.,others
General inquiry about registration process.,others
Where can I find training materials?,others
Where can I find training materials?,others
How do I verify my certification?,others
What are your customer support hours?,others
How do I verify my certification?,others
I need general information about your programs.,others
How do I verify my certification?,others
I need general information about your programs.,others
Where can I find training materials?,others
General inquiry about registration process.,others
I need general information about your programs.,others
General inquiry about registration process.,others
How do I verify my certification?,others
How do I verify my certification?,others
Where can I find training materials?,others
I need general information about your programs.,others
General inquiry about registration process.,others
Where can I find training materials?,others
Where can I find training materials?,others
What are your customer support hours?,others
How do I verify my certification?,others
How do I verify my certification?,others
Where can I find training materials?,others
General inquiry about registration process.,others
General inquiry about registration process.,others
General inquiry about registration process.,others
Where can I find training materials?,others
What are your customer support hours?,others
What are your customer support hours?,others
General inquiry about registration process.,others
I need general information about your programs.,others
Where can I find training materials?,others
I need general information about your programs.,others
Where can I find training materials?,others
What are your customer support hours?,others
General inquiry about registration process.,others
I need general information about your programs.,others
